소재지전화,소재지면적,소재지우편번호,소재지전체주소,address,도로명우편번호,name,업태구분명,좌표정보(x),좌표정보(y),위생업태명,naver_map_url,naver_review1,naver_review2,naver_review3,naver_review4,naver_review5,kakao_map_url,k_review1,k_review2,k_review3,k_review4,k_review5
,6.6,445-897,경기도 화성시 봉담읍 와우리 59-7,경기도 화성시 봉담읍 와우안길 36,18321.0,세븐일레븐(수원대점),편의점,197935.4001,412590.5295,편의점,https://m.place.naver.com/restaurant/13378076,"GS편의점 다음으로 많이 이용하는 세븐일레븐 편의점 입니다 숙소 주변 가까이에 있습니다 매장은 넓구요 혼밥하기 좋습니다 단 제품이 GS보단 조금은 덜있단 생각이 듭니다 
감사합니다",사장님 친절해요,좋아요,조아요,편해요,https://place.map.kakao.com/10475969#comment,???  ???,리뷰 수가 부족합니다.,리뷰 수가 부족합니다.,리뷰 수가 부족합니다.,리뷰 수가 부족합니다.
,36.27,445-897,경기도 화성시 봉담읍 와우리 41-5 1층 101호,"경기도 화성시 봉담읍 와우로 108, 1층 101호",18322.0,빽다방 화성수원대점,커피숍,197955.9066,412452.5997,커피숍,https://m.place.naver.com/restaurant/37876644,"스벅 투썸 온갖 카페에서 플레인 요거트 스무디를 먹었지만 그 중에서도 빽다방 플레인 요거트 스무디 진짜 좋아합니당 ㅜ 특히 수원대점은 매번 친절하시고 가루 추가 안해도 맛도 진하고 얼음도 곱게 갈려서 얇은 빨대로 먹어도 걸리는게 없어서 더 좋아했는데.. 이번엔 제대로 갈리지 않아서 굵은 빨대로 먹었는데 왕 얼음이 걸려서 잘 안 나왔어요.. 먹을때도 굵은 얼음이 계속 씹혔는데, 다 먹고 보니 통 얼음이 너무 많아서.. 넘 속상했음다ㅠㅠ","괜찮았어요.
친절하기도 했어요.",맛있어요. 아샷츄,??,커피에 아기 얼굴을 같이 그려주셨어요. 좋은 추억과 맛있는 음료를 주셔서 감사합니다 ^~^,https://place.map.kakao.com/1680561801#comment,빽종원 아빠 사랑해요,친절,항상 빽스치노만 먹어서 다른 메뉴는 모르겠지만 빽스치노 소프트는 최고예요!! 아이스크림 이렇게 많이 퍼주는 곳은 여기뿐인것 같아요ㅎㅎ,리뷰 수가 부족합니다.,리뷰 수가 부족합니다.
031 296 0560,34.51,445-893,경기도 화성시 봉담읍 동화리 600-6 106호,"경기도 화성시 봉담읍 동화길 93-6, 1층 106호",18302.0,이삭토스트(봉담점),기타 휴게음식점,196322.4832,412729.7771,기타 휴게음식점,https://m.place.naver.com/restaurant/37874110,"빵바삭하게 해달라고 부탁드리니까
진짜 원하는대로 해주셨어요
양배추도 많이 들어있어서 더 맛있었어요~^^",이삭토스트는 늘 맛있어요^^ 전화후 포장주문 했습니다. 십분 안으로 걸렸고요 아이들은 햄치즈 어른은 햄스페셜~ 양배추가 가득. 들어 더 맛있었어요^^,이삭토스트는 언제나 맛있죠,우리동네 최애간식이예요!,이삭은 먹을때마다 맛있어요!!,https://place.map.kakao.com/930590797#comment,여기 찐맛있어요,"알바생들은 영혼없지만 열심히 만들어줌
주인 아주머니 디게 불친절",리뷰 수가 부족합니다.,리뷰 수가 부족합니다.,리뷰 수가 부족합니다.
031 225 4544,108.16,445-897,경기도 화성시 봉담읍 와우리 45-5 1층,"경기도 화성시 봉담읍 와우안길 26-3, 1층",18321.0,한솥 수원대점,기타 휴게음식점,197989.7078,412557.6363,기타 휴게음식점,https://m.place.naver.com/restaurant/20734995,"새치고기 맛나요
새치마요 맛나요",새치고기고기 고기가 예전보다 못한거같아요 치킨은 노랑통닭보다 맛있어요 잘먹었습니다~,"학생때 즐겨먹었던 추억이 떠올라 포장해왔어요~ 남자두분이 운영하시는것 같던데 친절하셨지만 매장위생에 신경쓰시면 좋을 것 같아요ㅠ 테이블이나 매장바닥이 먼지가 너무 많았
습니다.",아이들이 치킨마요를 좋아해요.,도시락 깔끔하니 좋아요,https://place.map.kakao.com/11634970#comment,"싼마이. 라는 말은 아니것 같네요. 가성비 굿. 음식빨리 나오고
회전율 좋아요",다른 지역 한솥 매장하고 다르게 홀도 넓어서 맘 편히 식사하기 좋네요 맛있게 식사하고 갑니다~,"이렇게까지는 안하는데 별 리플,전화없이 바로 삭제요청처리 괘씸해서 올림  리뷰 골라서 지워버리는곳 메뉴사진이랑 다르게 나오는 부분이 롯리 업글버전","진짜 알고있는중 최악의 한솥점

17시 30분에 방문했는데 영업시간이 18시까지인데 매장식사는 안되고 포장주문은 된다는건 뭡니까?

매장문에도 영업시간도 안 붙어있던데 거기서 1차로 화가났으며

18시가 마감이면 공평하게 포장주문도 그럼 받지 마셔야죠 ^^
매장 청소 귀찮으니깐 손님 쫓아내는게 눈에 훤히 보이네요. 여기서 2차로 화가났음

본사에 조만간 클레임 걸꺼임

지도에도 21시까지라고 적혀있구만 ㅋㅋ
아 진짜 리뷰 쓰는 시점에서도 개 빡치네요.

여기 절대 가지마세요.
더보기",리뷰 수가 부족합니다.
031 227 9696,40.17,445-893,경기도 화성시 봉담읍 동화리 599-4 웅신프라자 1층 108호,"경기도 화성시 봉담읍 동화길 91, 1층 108호 (웅신프라자)",18302.0,피자스쿨(봉담점),패스트푸드,196275.8062,412743.0773,패스트푸드,https://m.place.naver.com/restaurant/12950775,갑자기 피자가 땡겨서먹었어요,"더블갈릭바베큐피자 치즈크러스피추가 맛있어요
단짠바베큐맛^^",가성비 좋고 맛있어요,맛있어요,더블갈릭바베큐피자 맛있어요,https://place.map.kakao.com/8136076#comment,"맛의 문제가 아니라 인성의 문제
팔아주기가 싫다","여자 사장님 친절함 ㅋㅋ
다른 피자스쿨보다 맛잇어요 가성비 좋음 ㅅ",음식 만드는 사람이 왜 이시국에 마스크를 안하고만들어요?,리뷰 수가 부족합니다.,리뷰 수가 부족합니다.
031 221 1120,38.68,445-897,경기도 화성시 봉담읍 와우리 31-6 1층 토마토쇼핑 109호,"경기도 화성시 봉담읍 와우로 90, 1층 109호 (토마토쇼핑)",18322.0,고봉민김밥인 화성와우리점,일반조리판매,197743.0377,412410.917,일반조리판매,https://m.place.naver.com/restaurant/38226786,고봉민돈까스 맛있어요 ~ 주차도 바로 앞,김밥싸던 장잡으로 기계만지시고.. 그대로 포장까지.. 맛잇있지만 별로..,"포장으로 돈까스김밥하고 새우튀김김밥 주문했는데 직접가서 주문해도 빠르게 포장되어서 나왔어요 포장해주시면서 새우튀김김밥 먹을때 꼬리부분 조심하라고 배려의 말까지 해주심
에 감사드려요 제가 먹을거 아나라고 대답을 했지만 ㅋㅋㅋ 그래도 조심해야 한다는 당부의 말 먹은 사람한테 잘 전달했습니다 ㅋㅋㅋ 고봉민김밥의 시그니처 메뉴라고도 할수있는 돈
까스김밥은 언제 먹어도 늘 맛있어요 김밥이 생각날때는 고봉민김밥으로!!!!! ????",맛있어요,매운김밥 맛있어요,https://place.map.kakao.com/1457159796#comment,대학교앞이라 그런지 배짱장사하는가보다. 멀리서보면 무료급식소인줄 알겠더라ㅋㅋ,"전화해서 오늘 영업하시나요? 물어봤더니
아주머니왈“ 그럼 지금 영업하니까 전화받았겠죠! “
저 “아 네 감사합니다 이따 찾아뵙겠습니다”
아주머니 “네~ 뚝”
뭐 짜증나는일 있으셨나요? 매사가 그런말투이신가요. 포장해가려다가 안감. 앞으로도 안감.
더보기",맛도 있고 친절도 하고 빨라요!,리뷰 수가 부족합니다.,리뷰 수가 부족합니다.
031 227 0881,5.0,445-893,경기도 화성시 봉담읍 동화리 611 106호,"경기도 화성시 봉담읍 동화새터길 87, 106호",18301.0,GS25봉담주공점,편의점,196439.3337,412966.5441,편의점,https://m.place.naver.com/restaurant/32506266,굿,ㅎ,ㅎ,친절한 편의점,굿,https://place.map.kakao.com/807529331#comment,주인아재인지 뭔지 올때갈때 인사도 없고 밖에 있는 아이스크림 고르고 있는데 문 열고 지켜봄ㅋ 불안하면 cctv 설치 하세요^^,리뷰 수가 부족합니다.,리뷰 수가 부족합니다.,리뷰 수가 부족합니다.,리뷰 수가 부족합니다.
031 227 1358,57.2,445-893,경기도 화성시 봉담읍 동화리 597-2,"경기도 화성시 봉담읍 동화새터길 96, 105호",18302.0,커피라이트,커피숍,196335.5541,412844.9088,커피숍,https://m.place.naver.com/restaurant/37683913,좋은데 없어진,좋아요,??,굿,좋아요,https://place.map.kakao.com/1462948224#comment,화이트 피콜로 크림라떼 (비정제 크림라떼) 또 마시러 오겠습니다????,리뷰 수가 부족합니다.,리뷰 수가 부족합니다.,리뷰 수가 부족합니다.,리뷰 수가 부족합니다.
,43.45,445-897,경기도 화성시 봉담읍 와우리 31-6 토마토쇼핑 123호,"경기도 화성시 봉담읍 와우로 90, 1층 123호 (토마토쇼핑)",18322.0,59피자,패스트푸드,197743.0377,412410.917,패스트푸드,https://m.place.naver.com/restaurant/18735215,피자가 맛있어요~~~,아들꺼 남기고 ㅋ 항상 맛나게 먹어요 수고하십시요,잘먹었습니다.!~,가성비 굿입니다,좋아요,https://place.map.kakao.com/18758024#comment,치즈 피자 시켰는데 케찹 범벅 피자 왔네요 .한조각 먹은 맛은 사과 식초 먹고 있는 느낌 나머지 다 버렸습니다.,목요일엔 주문 엄청 밀려요~ 배달기사님이 카드리더기 깜박하셨다고 계좌이체 해달라하셔서 4점 드려요,"드라이빙 픽업 서비스 신청했는데 온지도 모르고...매장 직접 들어가니 알림 안왔다고 배째라하고...
피자는 무슨 주문서도 안붙어있어서 내 피자인지도 모르겠고 ㅋ 총체적 난국.",리뷰 수가 부족합니다.,리뷰 수가 부족합니다.
031 239 3132,65.0,445-897,경기도 화성시 봉담읍 와우리 34-6 1층 107호 일부,경기도 화성시 봉담읍 와우로 80 (1층 107호 일부),18322.0,배스킨라빈스 (화성수원대점),기타 휴게음식점,197695.9605,412407.8946,기타 휴게음식점,https://m.place.naver.com/restaurant/18733649,"달지만 맛있는 ?? 
주기적으로 가야하는 곳","개인적으론 배라 아이스크림을 먹지 않아 가지 않지만, 아이때문에 가끔 가보면 여기는 일하시는 분들 친절도가 현저하게 떨어 집니다. 다른건 몰라도 사람들 들고날때 인사 정도는 해주시길~ 손님은 하는데, 일하시는 분들이 안하시는 건 남들 보기에도 좋지 않습니다.",직원인지 알바생인지는 잘 모르겠으나 응대가 별로였으며 예의가 없고 불친절하여 기분이 나빴습니다. 물어보는 질문에 제대로 답변을 받기가 어려웠으며 포장도 제대로 되어있지 않았습니다. 다음에도 가고 싶은 마음이 들지 않았어요.,^^,레인보우를 제일 좋아해요.,https://place.map.kakao.com/661973090#comment,"케익쿠폰을 케익만 쓰라니....
이젠 너넨 불매각",아니 곧 마감인건 알겠는데 매장에 사람도 많고 배달도 많으면 마감이 아니라 손님과 배달을 최우선으로 해야하는거 아닌가요? ㅋㅋㅋㅋㅋ 손님 뻔히 20분동안 아이스크림 콘으로 3개시키고 기다리는데 앞에서 빗자루질 ㅋㅋㅋㅋ,"맛이야 똑같고
너무 어이가 없는 실수들을 하셔서 주문하면 불안하고 겁나 지켜보고 싶음..
아니 베라 잘 안먹다가 오랜만에 쿼터 쿠폰사용했는데 집와서 보니 파인트.. 같은맛을 중복으로 두 개 넣어놔서 헷갈렸구나하고 걍 인내하고 먹음
이번에 또 가서 쿼터 그린티맛2, 신상딸기맛, 포켓몬맛으로 주문했는데 집와서 열어보니 딸기가 좀 커보이는 불안한 상황 발생. 하지만 안쪽에는 녹차가 더 많겠지 설머 이러면서 먹었더니 아니나 다를까 신상딸기맛을 중복으로 넣어준듯.. 도대체 나한테 왜이러는거임?? 개빡침진짜 정도껏 실수하셔야지.. 먹던거 들고 다시 베라가서 보여주려다가 내 에너지 낭비같아서 글이라도 남김.
더보기",근데 여기 1g이라도 더 퍼주면 점주가 혼내나요? 걍 들줘도 좋으니까 조금담고 저울재고 무한반복좀 안했으면...,리뷰 수가 부족합니다.
031 297 1255,47.88,445-893,경기도 화성시 봉담읍 동화리 599-1 상도프라자 1층 110호,"경기도 화성시 봉담읍 동화길 81-10, 1층 110호 (상도프라자)",18302.0,탑국수집,일반조리판매,196256.1665,412810.6006,일반조리판매,https://m.place.naver.com/restaurant/277973527,"가격이 저렴하고 양이 많아요
맛은 무난하네요",양도 많고 뜨끈하게 먹었어요 ~,"아이때문에 자주가는곳
멸치국수 맛있어용
매운걸 좋아해 다데기 들이부어먹어요 굿!",김밥을 좋아해서 김밥 사러 자주 가는 곳인데 칼이 무딘건지 최근 들어 항상 김밥이 잘 안썰려있어요,가성비 갑!! 국수맛집이에요~^^,https://place.map.kakao.com/21462535#comment,"칼국수 수제비 비빔국수 라면 김밥 다 먹어봣는데 다맛잇어요!
일요일 저녁늦게만 빼고 24시간이라 넘 좋아요! 술 먹고 출출할때 늘 방문합니다!",맛 깔끔한데 싸고 양 완전많아요,"멸치국수에, 비빔국수 둘이서 만원 나옴. 
미친 가성비에 한번, 맛에 한번 두번 놀라고 갑니다...
굿....",멸치국수 잘먹었습니다.,"요즘같은대에 턱스크, 코스크..라니..
마스크도 안하고 음식만들면서 말하고..
고춧가루는 곰팡이가 핀건지 아래쪽은 하얗게 변색.
테이블은 끈적..수저엔 잘 안닦아서 찌꺼기가 인사를ㅎ
더보기"
3102226653,9.9,445-897,경기도 화성시 봉담읍 와우리 43-6,경기도 화성시 봉담읍 와우안길 10,18323.0,와우당,패스트푸드,198134.7564,412459.8432,패스트푸드,https://m.place.naver.com/restaurant/1688696072,초행길이었는데 지나다가 범상치않은 기운에 이끌려 들어갔어요. 바게뜨와 샌드위치 너무 깔끔하게 맛있네요. 신선한 재료가 듬뿍 들어가서 속도 든든합니다. 단팥빵도 맛보고싶네요^^,쌀고기바게트버거. ??,오랜만에 방문했는데 예전이나 지금이나 한결같은 맛이네요. 넘 맛있어요.,졸업하구나서 진짜 오랜만에 머근 쌀바게트 여전히 마싯따♡♡♡♡,쌀 함류라서 좀더 맘 편히 먹을 수 있고 특히 바게트 버거 진짜 맛있어요,https://place.map.kakao.com/1800523066#comment,바게뜨버거 10년도 전에 전주에서 먹어보고 맛없어서 그뒤로 안먹었는데 여기 진짜 맛있어요. 겉에바게뜨가 만든지오래되면 야채수분땜에 누지는데누지지않고 완전 바삭함 안에 내용물도 실하고..돈아끼지않는듯. 단팥빵도 먹어보고싶어졌어요,"단팥빵이 유명한곳.. 다른것도 다맛있어요
우유크림빵 소보로빵 야채햄빵 쿠키 마늘바게트 바게트버거....다 너무 맛있고 내용이 실합니다
근처에 이런 맛집이 있다는게 너무 행복해요...
더보기","바게트버거  맛있습니다.  고기바케트&치킨텐더바게트 좋고,  소세지 바게트는 비추(소세지를 좀 익혀서 넣어주시면 좋을듯). 전체적으로 음식을 성의있게 만듭니다.   위치가 너무 대로변이라, 잠깐주차하고 빵사기가 너무 불편합니다.  주변에 주차장도 없구요.  그래서 자주는 못사먹어요..
더보기","단팥빵은 지금껏 먹어본것 중 최상입니다. 밀가루 겉피 얊고 속에 단팥은 꽉 차 있어요. 단팥속도 달지 않은게 담백하고 진짜 맛있네요. 그외 고기나 치킨 들어있는 바케트도 정말 맛있고 치즈 녹인 빵도 돈 아깝지 않습니다. 이정도면 먹어보지 않은 다른 빵도 충분히맛있을 것으로 보이네요. 기대 않고 들른 빵집인데 안들렀음 어쩔뻔ㅎㅎ
맛 5, 청결도 5, 친절도 5.
더보기","바게트버거는 말모말모
겉이 만질때는 엄청 딱딱해서 이게 씹힐까..?싶은데 그 생각이 우스워질 정도로 파-삭하게 씹히고 그 바삭한 빵과 속재료의 조합이 환상입니다
방구석미식가인 가족들도 항상 사오라고들 난리고, 나이 지긋하신 할머니께서도 맛있다며 잘 드십니다!
바게트버거 말고도 다른빵들도 너무 맛있습니다!!
더보기"
,44.25,445-897,경기도 화성시 봉담읍 와우리 597 봉담 센트럴 푸르지오,"경기도 화성시 봉담읍 와우로34번길 12, 상가2동 1층 104호 (봉담 센트럴 푸르지오)",18320.0,메가엠지씨커피 화성봉담센트럴점,커피숍,197047.3006,412351.6598,커피숍,https://m.place.naver.com/restaurant/1799934853,신메뉴 맛나네요. 집근처 생겨서 좋아요ㅎ,메가리카노 포장했어요~~~ 역시 감기 걸렸을 때 마시는 아아가 최고 맛있어요~~~,사장님이 친절하게 대해주셔서 자주가요.,집근처에 생겨서 좋아요. 단지 인사를 먼저 해주지 않는건 그렇다쳐도 인사 먼저 해주면 받아주는거 예의 아닌가요?.. 흠..,"사장님이랑 알바분들 모두 친절하시고
좋아요ㅎㅎ",https://place.map.kakao.com/433177218#comment,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.
,38.18,445-891,경기도 화성시 봉담읍 상리 23-8,"경기도 화성시 봉담읍 샘마을길 13, 1동 1층 일부호",18316.0,라면먹고갈래(봉담점),패스트푸드,195443.8018,413008.6308,패스트푸드,https://m.place.naver.com/restaurant/1961205564,여기 너무 괜찮다~~~ 무인매장인데 큰 편. 봉지라면 종류 엄청 많음.. 라면끓이는 기계 있음. 알아서 끓여먹고 치우고 가면 된다. 심지어 반찬도 있었음. 단무지랑 무말랭이~,"가끔 들려 맛있게 먹고 갑니다
종류다양하고 분위기 편해서 좋아요","사장님도 친절하시고 라면 종류가 엄청.. 엄청 많아서 들어올 때 놀랐어요ㅋㅋㅋㅋ 라면 고르느라 시간 다 보냈어요ㅎㅎㅎ 간단한 셀프바도 있어서 이용하기 좋아요! 셀프바 깍두기 칸
에 무말랭이가 있길래 긴가민가하며 먹었는데 진짜 맛있었습니다..!! 일반적인 단짠의 무말랭이가 아니라 정말 깍두기 같은 무말랭이였어요. 식감까지 완벽했는데 짜파게티랑 같이 먹으
니 조화가..ㅜㅜ 다음에 또 가서 먹을 생각입니당 사장님 번창하세요??",위생만 쫌 신경써주셨으면^^:;,"라면 무인 매장이 드뎌 봉담에~~ 도서관앞이라 책보고 들르기 딱 좋았어요~ 재고는 확인하고 주문해야겠더라구요 주문하고 가지러가니 없어서 난감했어요,, 애들이랑 즐겁게 먹고왔습
니다~~",https://place.map.kakao.com/1583315056#comment,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.
,203.0,445-756,경기도 화성시 봉담읍 상리 460 장안대학,"경기도 화성시 봉담읍 삼천병마로 1182, 장안대학 13동 (자아실현관) 1층 일부",18331.0,카페블루포트 장안대학교점,커피숍,195153.042,412254.1955,커피숍,,,,,,,https://place.map.kakao.com/948315857#comment,good for your time to do with..,리뷰 수가 부족합니다.,리뷰 수가 부족합니다.,리뷰 수가 부족합니다.,리뷰 수가 부족합니다.
,3.3,445-902,경기도 화성시 봉담읍 유리 119,"경기도 화성시 봉담읍 시청로 1405-10, 1층일부",18334.0,지에스25 봉담기산점,편의점,194086.8663,408216.6545,편의점,https://m.place.naver.com/restaurant/1538153613,굿,굿,즉섭요리가 다양해서 좋아요 ??,좋아요,좋아요,https://place.map.kakao.com/175542857#comment,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.
,36.3,445-891,경기도 화성시 봉담읍 상리 24,"경기도 화성시 봉담읍 샘마을길 18, 1동 1층 일부",18316.0,꼬달김밥,패스트푸드,195457.7398,412951.8745,패스트푸드,https://m.place.naver.com/restaurant/1044772256,"매장에서 먹으면 더 맛나요.
사장님 친절하세요",잘 먹었습니다,굿,좋아요,좋아요,https://place.map.kakao.com/2069334247#comment,"""물가가 올라서 김밥도 비싸네요~ 꼬달김밥 주문했는데 당근이랑 우엉이 들어가서 달달하니 맛있네요
국물떡볶이도 맛있어서 또 생각 날 거 같아요""",리뷰 수가 부족합니다.,리뷰 수가 부족합니다.,리뷰 수가 부족합니다.,리뷰 수가 부족합니다.
,83.48,445-891,경기도 화성시 봉담읍 상리 637-10 1층 일부,"경기도 화성시 봉담읍 장등2길 6-22, 1층 일부",18314.0,읍천리382 화성봉담점,기타 휴게음식점,195208.4068,413021.3322,기타 휴게음식점,https://m.place.naver.com/restaurant/1081295815,"음료도 넘 맛있고 샐러드 & 샌드위치도 넘 푸짐하고 퀄리티 좋았던 봉담 카페 읍천리382 ???? 샐러드 전문점보다 카페 샐러드가 더 맛있다니..!! 실화인가용 ?? 치킨텐더도 따끈하니 소스도 맛있고! 게살 샌드위치도 금방 터질 것 같이 두툼하고 쟤료들도 신선한게 넘넘 맛있었어용 ?? 미숫가루도 달달하니 고소해서 당 떨어질때 마시기 좋고, ABC 주스도 다이어트 용으로 마셔봤는데 새콤달콤하니 찐 착즙주스 맛! ㅎㅎ 친구랑 점심 먹을때 종종 들려야겠어요 ?? 매장도 넓고 조용해서 일하거나 학생분들 공부하기도 좋아요 ~ :)","닭가슴살 샐러드, 쉬림프샌드위치, 카페라떼, 캐모마일, 패스츄리와플(사과잼+카야잼) 이렇게 먹었어요 너무 배불렀어요ㅋㅋㅋㅋ 샐러드는 신선하고 재료고 다양하고 양도 많아서 웬만한 샐러드가게 저리 가라고요 샌드위치도 내용물많고 소스도 맛있어서 한끼 식사로 너무 좋았어요??","페퍼로니 와플피자 왤케 맛난거죵? 밀크티도 완죤 찐~~~해서 너무 맛있어욤!!! 매번 느끼는거지만 읍천리 샌드위치는 뜐뜐해서 반만먹어도 포만감이 느껴져 최고에욤?? 저처럼 양많
은 사람에겐 똭! 입니다~^^",매장도 깔끔하고 레트로감성이 좋았어요 :-) 메뉴가 다양해서 결정장애가 오는곳이지만..ㅎㅎ 지금까지 먹어본 메뉴는 다 맛있어서 실패없었습니다! 미숫가루 스무디 최고!!!????,"화성 봉담 디저트카페 검색하다 읍천리382 다녀왔는데, 가게 외관, 내부 모두 레트로 느낌 물씬 너무 취향저격이예요 !!! 샌드위치, 샐러드 내용물도 푸짐하고 재료들도 신선하네용 , 너무 맛있어요 ㅠㅠㅠㅠ 미숫가루 라떼도 달달하면서 고소하고 최고! 와플이랑 토스트도 너무 맛있어 보여서 다음에 방문하면 먹어봐야겠어욥 ^^ 재방문 각이네요 ^____^",https://place.map.kakao.com/455153078#comment,샌드위치도 맛있고 카야토스트가 너무 먹고 싶어서 시켰는데 너무 맛있더라구요! 심지어 가격도 착해서 너무 좋았어용!,"여기 자두 에이드 진짜 존맛탱이에요!!! ㅜㅜㅜ 4900원으로 가격도 착해요
그리고 와플피자도 진짜 맛있어서 계속 생각나는 맛????",리뷰 수가 부족합니다.,리뷰 수가 부족합니다.,리뷰 수가 부족합니다.
,3.3,445-891,경기도 화성시 봉담읍 상리 679,"경기도 화성시 봉담읍 상리2길 121, 화성봉담2엘크루루엘리안  1층 103호일부(103,104)호",18306.0,씨유봉담루엘리안점,편의점,194963.8011,414160.5939,편의점,https://m.place.naver.com/restaurant/1764185326,좋아요,좋아요,좋아용!!,atm기도 있어요^^,굿!,https://place.map.kakao.com/856237198#comment,"사장님 진짜 친절해요
그냥하는말이아니고 정말로 ㅎㅎㅎ 아이들도 너무 예뻐해주시구요
들어갈때마다 기분좋아지는 편의점이에요",점주분 친절하시고 아이들에게도 다정하세요. 오래 영업하시도록 자주 가야겠어요 ??,"생겨서 나쁠건 없지만 불친절하고 
2+1 말도 안해주고 이야기 왜 안해주냐니 틱틱대고
인사를 손님만 하고 직원들 그냥 별로네요


ㅡㅡㅡㅡㅡㅡㅡ

주인바뀐듯
아주 훌륭한 서비스
장난가득한 점주
괜찮습니다
더보기",리뷰 수가 부족합니다.,리뷰 수가 부족합니다.
,61.85,445-893,경기도 화성시 봉담읍 동화리 445-15 1층,"경기도 화성시 봉담읍 새말길 15-18, 1층",18303.0,카페인더프레임,기타 휴게음식점,196288.2364,413210.3876,기타 휴게음식점,https://m.place.naver.com/restaurant/1248841422,"사장님이 진짜 너무 좋아요 ㅎㅎ 음료도 맛있는데, 사진까지 인화할 수 있어서 자주 가네요~ㅎ",이 근처 올 때마다 커피 먹고싶어서 들릅니다~,사장님이 넘넘 친절해요???? 카페인테리어가 넘 예뻐서 사진찍기 정말 좋고 유자에이드 시켰는데 진짜 맛있습니당! 추천해요! 사진도 뽑을 수 있다는게 장점이에요 벌써 단골 예약입니다 ??,"지나가다 새로 생겨서 먹었는데 너무 맛있었어요! 바닐라라떼가 진짜 진해요 커피빈, 할리스 바닐라라떼 좋아하는데 딱 그 맛이에요!! 완전 추천! 그리고 약과 아이스크림도 저렴이 아이스크림이 아니라 젤라또 느낌의 쫀득쫀득한 아이스크림이에요! 사장님이 신경 많이 쓴 느낌이였어요 그리고 커피 마시면 사진 인쇄도 싸게 할 수 있어서 좋더라구요 다음에는 사진인쇄 하러 한번 가려구요!",밀린 사진 인화하러 종종 방문해야겠어요 카톡으로 보내기만하면 되서 정말 편하네요 사진 카페라 유니크하고 매력있어요 오래오래 만나뵙기를 바래요??????,https://place.map.kakao.com/616893804#comment,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.
,3.3,445-897,경기도 화성시 봉담읍 와우리 93-4,"경기도 화성시 봉담읍 와우안길 74, 1층일부",18321.0,세븐일레븐 화성와우안길점,편의점,197700.1088,412870.8698,편의점,https://m.place.naver.com/restaurant/1780013488,굿,^^,아이들이용하기좋아요,???????,좋아요,https://place.map.kakao.com/2083031412#comment,???  ???,리뷰 수가 부족합니다.,리뷰 수가 부족합니다.,리뷰 수가 부족합니다.,리뷰 수가 부족합니다.
,17.76,445-897,경기도 화성시 봉담읍 와우리 238 다온마을 쌍용스윗닷홈,"경기도 화성시 봉담읍 와우로34번길 34, 다온마을 쌍용스윗닷홈 상가동 2층 201-1호일부호",18328.0,다미디저트,커피숍,197301.718,412087.6614,커피숍,https://m.place.naver.com/restaurant/1926590492,"항상 케이크 주문할 때 다른 지역에 나가 주문했었는데 우리 동네에 이런 보석같은 디저트 전문점이 있는 걸 이제야 알았네요 ㅠㅠ!!
 조각 케이크 한 조각도 못드시는 어머니께서 연신 맛있다며 앉은 자리에서 2조각을 다 드셨어요 ㅎㅎ
다른 케이크도 궁금해서 생일같이 특별한 날이 아니더라도 주문하려구요????",모임이나 지인 생일 챙길때는 여기서 케이크 주문 매번하게될것같네요 빵도 맛있어서 너무 만족스럽네요!! 어른들도 좋아하셔서 다행입니다~,"케익 너무 맛있게 잘먹었습니다. 생크림이 달지도 않고, 입에서 사르르 녹네요.. 이번에는 키위로 주문했는데 다음에는 다른 과일로 주문할께요~",처음 다미디저트에서 먹어보는데 사장님도 친절하시고 와플도 제가 원했던 그맛이였어요 가까운곳에 와플집 찾기 힘들었는데 넘 맛있게 잘먹었어용 자주 먹을듯해요!!??,굿굿,https://place.map.kakao.com/434314066#comment,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.
